,title,final,vote_average
10278,NY77: The Coolest Year in Hell,Documentary JimCummings GlennMorshower DannyMann RoyT.Wood,7.7
10279,Zombies! Zombies! Zombies!,Comedy Horror TahmohPenikett EricaDurance Lesley-AnnBrandt PeterWinther,7.0
10280,Their Finest,Romance War Comedy Drama XabierElorriaga MarioPardo OvidiMontllor ImanolUribe,6.708
10281,Lady Macbeth,Drama JessicaBarton HollieWinnard LyannaTumaneng JasonMurphy,6.592
10282,Just a Question of Love,Drama Romance RachelBarrer GlebKaminer ShaunRey MikeDudko,7.5
10283,Window Horses,Animation Drama ConnorPaolo NickDamici LauraAbramsen RobertOlsen,6.933
10284,Extremis,Documentary FlorencePugh CosmoJarvis PaulHilton WilliamOldroyd,7.1
10285,The Rolling Stones - Havana Moon,Music JaneBirkin JulieDray LucienGuignard TimovonGunten,7.2
10286,Carrie Pilby,Drama Comedy CyrilleThouvenin StéphanGuérin-Tillié CarolineVeyt ChristianFaure,6.934
10287,Fallen,Drama Fantasy Romance SimonPhillips JulietteBennett WilldeMeo PaulTanter,6.848
10288,Laughter of Others,Documentary SophievanWinden JulianLooman MarkFrost DickMaas,8.3
10289,The Shack,Drama Fantasy MichaelWorth MartinKove BrittneyPowell JosephMerhi,7.498
10290,Foster,Comedy Drama Family ÖzgürcanCevik BaşakParlak CezmiBaskın None,6.773
10291,The Sunshine Makers,Documentary  JoãoJardim,6.714
10292,Robert Schimmel: Unprotected,Comedy DolphLundgren JamesChalke KristinaKlebe MikeMendez,6.9
10293,Bill Maher: Be More Cynical,Comedy PierreBrasseur LigiaBranice Jean-PierreAndréani WalerianBorowczyk,7.0
10294,Denis Leary: No Cure for Cancer,Comedy HrithikRoshan YamiGautam RonitRoy SanjayGupta,7.1
10295,Jon Stewart: Unleavened,Comedy JoshCaras DonaldCumming EléonoreHendricks CarterSmith,7.8
10296,Triumph’s Election Special 2016,Comedy RichardPawulski DannyMiller ReeceDouglas PhillipEscott,9.0
10297,"Pete Holmes: Nice Try, the Devil!",Comedy CharlieHunnam RobertPattinson SiennaMiller JamesGray,6.8
10298,Kurt Braunohler: Trust Me,Comedy JacobLatimore SeychelleGabriel SasheerZamata J.D.Dillard,7.5
10299,Moshe Kasher: Live in Oakland,Comedy DavidHayter KathyChristopherson BrunoGiannotta SteveWang,7.1
10300,Chris Hardwick: Mandroid,Comedy RobertSchimmel RoccoUrbisci,6.6
10301,School Dance,Comedy Music WyattCenac MilesKahn,7.496
10302,Tess of the D'Urbervilles,Drama PeteHolmes MarcusRaboy,8.1
10303,The Other Half,Drama Romance TakeruSatoh AoiMiyazaki GakuHamada AkiraNagai,6.708
10304,Austin to Boston,Documentary Music MargitCarstensen WolfgangSchenck WolfgangKieling RainerWernerFassbinder,7.4
10305,e-motion,Documentary ChristineElise PeterOuterbridge AllisonHossack NeillFearnley,6.9
10306,God's Compass,Drama Bear'sDen BenHoward GillLandry JamesMarcusHaney,8.2
10307,Dead Man Talking,Comedy Drama AriBorovoy LilaDowns PaulinaGaitán AntonioZavalaKugler,6.6
10308,Doctor's Orders,Comedy RedaKateb CéciledeFrance ÀlexBrendemühl EtienneComar,9.0
10309,The Prince and the Pauper, YounYuh-jung KimGo-eun KimHee-won YoonHong-seung,6.7
10310,Almost Angels, MartinSheen SunshineLogroño JulioRamos JulioQuintana,6.8
10311,The Importance of Being Earnest, KarenAbercrombie T.C.Stallings ErinBethea StephanSchultze,6.865
10312,Next Floor,Comedy EduardoFernández MauricioVaca DiegoBoggioni MatíasCruz,7.174
10313,The Shaman,Thriller SciFi Drama  HarunFarocki,6.6
10314,Jungle Cat, PamelaSpringsteen RenéeEstevez BrianPatrickClarke MichaelA.Simpson,7.8
10315,A Date for Mad Mary,Romance Drama Comedy CherylM.Bailey LouisBallezzi ShawnBittenbender BrianVernick,6.708
10316,Jim Norton: Mouthful of Shame,"Comedy CharlesDurning LouisGossett,Jr. PerryKing RobertAldrich",6.563
10317,Wallace & Gromit's Cracking Contraptions,Animation Comedy ErikvonDetten SamHorrigan ChristinaVidal GregBeeman,7.351
10318,Rad,Drama Family SeánaKerslake TaraLee CharleighBailey DarrenThornton,6.626
10319,The Invisible Guardian,Thriller NatalyaPavlenkova DmitriyGroshev IrinaChipizhenko IvanI.Tverdovsky,6.505
10320,Lily  & the Snowman,Animation MartaEtura ElviraMínguez FrancescOrella FernandoGonzálezMolina,8.0
10321,Trevor Noah: Afraid of the Dark,Comedy TrevorHoward NickRamus JamesRemar KiethMerrill,7.159
10322,Jason and the Argonauts,Action Adventure Family Fantasy  IsabelleLavigne,7.135
10323,Lilo & Stitch 2: Stitch has a Glitch,Animation Comedy Family BruceCampbell SeanAstin StacyKeach DavidGiancola,6.61
10324,Ultimate Avengers 2,Adventure Animation Action SciFi JasonLondon DerekJacobi OliviaWilliams NickWilling,6.7
10325,The Legend of Billie Jean,Action Drama CasperVanDien CatherineBell TheresaSaldana MarioPhilipAzzopardi,6.6
10326,Ali and Nino,Drama Romance NatashaHenstridge SunnyMabrey RobertKnepper BradTurner,6.908
10327,The Blue Butterfly,Adventure Drama Family BradfordTatum ReneeGriffin CliftonCollinsJr JamesMelkonian,6.519
10328,The Field Mouse, HelenSlater ChristianSlater YeardleySmith MatthewRobbins,7.0
10329,The Things of Love,Drama War  HughHarman,7.271
10330,"Pulp: a Film About Life, Death & Supermarkets",Music Documentary OmarSharif JaneArmstrong,7.2
10331,Mulholland Dr.,Thriller TV Movie Drama Mystery LouDiamondPhillips KristySwanson Coolio CharlesRobertCarner,7.8
10332,Dave Chappelle: The Age of Spin,Comedy Miroslava SaraMontiel KatyJurado MiguelM.Delgado,7.699
10333,David Bowie: The Last Five Years,Music Documentary SøsEgelind SørenSpanning AnetteStøvelbæk MogensHagedorn,7.185
10334,Harmonia, NoraTschirner RobKnighton KellieShirley Jones,6.6
10335,25 April,Documentary TonyVisconti GailAnnDorsey TonyBasil FrancisWhately,6.6
10336,The Last Word,Comedy Drama RebBrown JohnPhillipLaw JamesRyan DavidWinters,6.58
10337,Going in Style,Crime Comedy Drama BrunoEspejo LupitaMora EduardoRamos DorianFernández-Moris,6.681
10338,Dave Chappelle: Deep in the Heart of Texas,Comedy AngelicaLee IsabellaLeong ChangChen TsuiHark,7.668
10339,Winstanley,Drama MichaelPeña DaxShepard JessicaMcNamee DaxShepard,7.5
10340,Hercules,Action Adventure Fantasy MaikaMonroe MattO'Leary ArnarJónsson GeoffreyOrthwein,7.507
10341,Carnage: Swallowing the Past,SciFi Comedy Documentary TobyJones NoofOusellam ZarrienMasieh BruceGoodison,6.771
10342,Confessions of an Eco-Terrorist,Documentary  DavidLynch,7.0
10343,Cleopatra,Drama History TigerShroff NathanJones KayKayMenon RemoD'Souza,7.075
10344,Videograms of a Revolution,Documentary RichardCoyle VincentRegan None,7.654
10345,Apex: The Story of the Hypercar,Documentary JoséSuárez LuisPeña CarlosOtero FranciscoPérez-Dolz,6.7
10346,Song For a Raggy Boy,Drama Romance DavidRysdahl SarahWharton MarkBerger WilliamSullivan,7.328
10347,Rejected,Animation Comedy VladimirKorenev AnastasiyaVertinskaya MikhailKozakov VladimirChebotaryov,7.346
10348,Viceroy's House,Drama History RenataLitvinova DmitriyOrlov IngaStrelkova-Oboldina VeraStorozheva,6.683
10349,Toward the Terra,Animation Adventure Action SciFi RenataLitvinova AnnaBegunova YevgeniSerov MarinaLyubakova,6.6
10350,The Zookeeper's Wife,Drama History TimBoardman MissiPyle StephenRoot NathanAdloff,7.373
10351,"All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone",Documentary JessicaChastain JohanHeldenbergh DanielBrühl NikiCaro,7.536
10352,Eloise,Horror Mystery Thriller NastassjaKinski SergioRubini SergioRubini,6.637
10353,Gifted,Drama HiamAbbass FadilaBelkebla NadiaKaci RayhanaObermeyer,8.049
10354,Born to Race: Fast Track,Action AndrésMejuto NicolásRodríguez JoséSempere AndréMalraux,6.558
10355,Hornblower: Loyalty,Adventure Drama War DanPurdey WarrenOtteraa AlanaTranter ChristopherJacobs,7.1
10356,Teen Titans: The Judas Contract,SciFi Animation Action JennGotzon JustinKunkle TippiHedren JamesNguyen,7.418
10357,The Champions,Documentary RogerDaltrey JohnEntwistle PeteTownshend JeffStein,7.6
10358,Louis C.K. 2017,Comedy JulietaCardinali RafaelFerro EleonoraWexler DanielDeLaVega,7.278
10359,X: The Unheard Music,Music Documentary DamianLewis RonLivingston FrankJohnHughes TomHanks,6.6
10360,Type O Negative: After Dark,Music Suriya SamanthaAkkineni NithyaMenen VikramKumar,9.0
10361,The Baker,Comedy Crime JoséSacristán FedericoLuppi LeonorBenedetto AdolfoAristarain,6.517
10362,The Secret Scripture,Drama RezaRahadian BungaCitraLestari TioPakusadewo FaozanRizal,7.357
10363,The Case for Christ,"Drama RobertWalker,Jr. RichardStahl RichardWebb LarryHagman",6.882
10364,1 Mile to You,Drama Romance NicolasBro UlrichThomsen MiaLyhne OleBornedal,6.6
10365,"Everything, Everything",Drama Romance FumiyoKohinata KatsuhisaNamase RinkoKikuchi CellinGluck,7.2
10366,"Dr. Syn, Alias the Scarecrow",Adventure Family DamianLewis KateAshfield NikolajCoster-Waldau GarethLewis,7.2
10367,The Mummy,Thriller Action Adventure AgniyaDitkovskite DenisShvedov AnvarKhalilulaev AndreyVolgin,6.898
10368,Still Life,Documentary JohnDavidBraddock LanaDykstra RickCampos JamesNguyen,7.217
10369,Back to the Well: 'Clerks II',Documentary SharniVinson CarlynBurchell SteveJohnWard AlastairOrr,6.8
10370,The Fate of the Furious,Action Crime Thriller AzizeDiabateAbdoulaye PascalN'Zonzi OxmoPuccino SimonRouby,6.893
10371,Walking with the Enemy,Action Drama GuillaumeGallienne GuillaumeCanet AlicePol DanièleThompson,6.527
10372,Betting on Zero,Documentary MasaharuFukuyama FumiNikaido YoYoshida HitoshiOhne,7.2
10373,Judging Japan,Documentary FanBingbing ZhangJia-Yi YuHewei FengXiaogang,8.0
10374,Love on the Run,Comedy Fantasy Romance JamesArrington MaxineBlue G.K.Bowes RichardRich,7.1
10375,Megan Leavey,Drama War SteveZissis MarkProksch JenniferIrwin CarsonD.Mell,7.28
10376,Cars 3,Family Comedy Animation Adventure NanniMoretti SimonaFrosi AndreaPozzi NanniMoretti,6.858
10377,Maudie,Drama History Romance JakeJohnson AislinnDerbez JoeLoTruglio JoeSwanberg,7.751
10378,Boyka: Undisputed IV,Thriller Action Crime RachelWeisz SamClaflin HollidayGrainger RogerMichell,7.1
10379,The Covenant,Horror LeahRemini CharlotteMcKinney CharlieSheen FredWolf,7.5
10380,Rufus,Comedy Family  PriitPärn,6.6
10381,Rufus 2,Family Fantasy Comedy MikeMizanin AnnaVanHooft MaryseOuelletMizanin JamesNunn,7.438
10382,The Book of Henry,Thriller Drama Crime MonicaEngesser ClintJames MariaOlsen RobertConway,7.539
10383,Planet Earth II,Documentary TinaKrause MikeStoklasa,8.25
10384,Sepultura: Under Siege (Live in Barcelona),Music Documentary DavisCleveland JaceNorman SavageSteveHolland,7.8
10385,Citizen Jane: Battle for the City,Documentary NaomiWatts JaedenLieberher JacobTremblay ColinTrevorrow,7.2
10386,Drain the Titanic,Documentary DavidAttenborough None,7.2
10387,Kubrick Remembered,Documentary  YoshiteruSatou,6.545
10388,Korgoth of Barbaria,Animation Comedy Fantasy IsabelleCarré StéphaneDeGroodt AlexLutz QuentinReynaud,8.3
10389,Girlfriends,Drama Comedy  MikeRamsdell,6.689
10390,The Immortal Life of Henrietta Lacks,Drama DieterHallervorden WolfgangKieling GerhardWollner DieterHallervorden,6.6
10391,Tommy's Honour,Drama Romance LuisBrandoni ChinaZorrilla AntonioGasalla AlejandroDoria,6.7
10392,Handsome Devil,Drama RoseByrne RenéeEliseGoldsberry OprahWinfrey GeorgeC.Wolfe,7.055
10393,Lowriders,Drama SilvioBerlusconi AlanFriedman AntongiulioPanizzi,6.7
10394,George Carlin: On Location at Phoenix,TV Movie Comedy Documentary DavidLynch EmilyStofle DavidLynch,7.646
10395,George Carlin: Carlin at Carnegie,Comedy Documentary TV Movie CatherineE.Coulson DavidLynch DavidLynch,7.615
10396,George Carlin - On Location at USC,TV Movie Comedy Documentary MarionCotillard GongTao EmilyStofle DavidLynch,7.391
10397,George Carlin: Doin' it Again,TV Movie Comedy Documentary DemiánBichir GabrielChavarria TheoRossi RicardodeMontreuil,7.541
10398,Carlin on Campus,Comedy Documentary TV Movie JosephKaufmann FrankDeKova TerryHaven RalphBakshi,7.3
10399,You Can't Cheat an Honest Man,Comedy MichaelO'Donoghue DanAykroyd JaneCurtin MichaelO'Donoghue,6.733
10400,Poppy,Comedy ViolettaSchurawlow TobiasMoretti RobertPalfrader StefanRuzowitzky,6.7
10401,George Carlin: What Am I Doing in New Jersey?,Comedy Documentary TV Movie VincentCartier WalterCartier NatFleischer StanleyKubrick,7.25
10402,Frankenweenie,Comedy Family  TimLarson,6.938
10403,Shake! Otis at Monterey,Documentary Music GeorgeCarlin RobertN.Altman LloydLindsayYoung BruceGowers,6.854
10404,Supervention,Documentary CharlieChin KentCheng DorothyYuYee-Ha DennisYu,6.9
10405,How to Be a Latin Lover,Comedy FrankGrillo BojanaNovaković IkoUwais LiamO'Donnell,6.958
10406,The Trip to Spain,"Drama Comedy OtisRedding SteveCropper Donald""Duck""Dunn D.A.Pennebaker",6.585
10407,Brigsby Bear,Comedy Drama SteveCoogan RobBrydon ClaireKeelan MichaelWinterbottom,7.196
10408,I Am Heath Ledger,Documentary DarbyHinton SybilDanning ArtMetrano AndySidaris,7.492
10409,"Lewis Black: Red, White & Screwed",Comedy HopeMarieCarlton TeriWeigel DonaSpeir AndySidaris,6.606
10410,Lewis Black: Old Yeller - Live at the Borgata,Comedy ErikEstrada RobertaVasquez CynthiaBrimhall AndySidaris,6.9
10411,Lewis Black: In God We Rust,Comedy HulkHogan BrianKnappenberger,7.0
10412,Lewis Black:  Black on Broadway,Comedy KyleMooney ClaireDanes MarkHamill DaveMcCary,6.9
10413,Robin Williams - Off the Wall,  MarcoNiemeijer,7.0
10414,Andy Kaufman Plays Carnegie Hall, NanniMoretti LauraMorante RobertoVezzosi NanniMoretti,7.0
10415,Stewart Lee: Stand-Up Comedian,Comedy CallumTurner GraceVanPatten MichalVondel AdamLeon,7.1
10416,Katt Williams: Live,Comedy HeathLedger KateLedger KimLedger DerikMurray,6.778
10417,Katt Williams: American Hustle,Comedy  RobertNelson,6.7
10418,Doug Stanhope: Deadbeat Hero,Comedy LewisBlack ZachNial,7.8
10419,Doug Stanhope: No Refunds,Comedy LewisBlack AdamDubin,7.25
10420,DJ Q.bert's Wave Twisters,Music LewisBlack PaulMiller,6.8
10421,Killing Reagan,Drama RobinWilliams BruceGowers,6.6
10422,Al Capone: Icon,Documentary KattWilliams TroyMiller,7.1
10423,Mifune: The Last Samurai,Documentary DJQ-Bert Yogafrog D-styles SydGaron,7.188
10424,The Work of Director Chris Cunningham,Music SusumuTerajima NaomiNishida ItsujiItao SABU,8.1
10425,Bill Hicks: It's Just a Ride,Documentary RikardBjörk EmeliaHansson RafaelPettersson AndreasCliment,7.4
10426,Spin,Drama Comedy Romance LudovicoTersigni BarbaraRamella JasmineTrinca AndreaMolaioli,6.822
10427,Lil Rel: RELevent,Comedy Santo LorenaVelázquez ArmandoSilvestre BenitoAlazraki,6.7
10428,Godspell: A Musical Based on the Gospel According to St. Matthew,Music Family BillHicks JayLeno DavidLetterman RupertEdwards,6.924
10429,Tosun Pasha,Comedy EmelSayın KemalSunal MetinAkpinar ErtemEğilmez,8.073
10430,The Heart of the Game,Documentary KartalTibet EvaBender SeherSeniz MehmetAslan,7.0
10431,My Italian Secret: The Forgotten Heroes, KemalSunal ŞenerŞen MüjdeAr KartalTibet,7.7
10432,The Kinematograph, GeraldineChaplin PerOscarsson EmilianoRedondo CarlosSaura,7.157
10433,Command and Control,Documentary ÇaglarÇorumlu BüşraPekin MahirIpek MuratKepez,6.776
10434,Pier Paolo Pasolini, Prabhas KajalAgarwal ShraddhaDas A.Karunakaran,7.0
10435,Karl Marx City,Documentary ViktorStepanov IvanMartynov YekaterinaKmit BakhytKilibayev,6.8
10436,Tomato Red,Drama Thriller JenaMalone DouglasSmith TedLevine RichardSears,7.1
10437,Pet Fooled,Documentary PaulHamy XeloCagiao JoãoPedroRodrigues JoãoPedroRodrigues,6.8
10438,Sam Kinison: Breaking the Rules,Comedy DebraWinger TracyLetts AidanGillen AzazelJacobs,7.2
10439,"Richard Pryor: I Ain't Dead Yet, #*%$#@!!",Comedy IgorPetrenko YekaterinaVulichenko AlekseiKravchenko NikolayLebedev,8.0
10440,Pink Floyd: Live at Pompeii,Music Documentary JuliaGarner JakeWeary AnnaFriel JuanitaWilson,8.149
10441,Weed,Documentary AlekseyMakarov OlgaLomonosova AlekseyKortnev AlekseiMuradov,7.5
10442,Cocaine: One Man's Seduction,Drama MaccioCapatonda MaccioCapatonda MaccioCapatonda MaccioCapatonda,7.7
10443,Sacco and Vanzetti,Documentary History AlekseiMaklakov VladimirDolinskiy SofiaOleynik VyacheslavRoss,7.2
10444,Dana Gould: Let Me Put My Thoughts in You,Comedy StevenWright MichaelDrumm,6.8
10445,Robin Williams: Live on Broadway,Comedy BeverlyD'Angelo RodneyDangerfield LarryKing LarryCarroll,7.651
10446,"Gahan Wilson: Born Dead, Still Weird",Documentary RichardGere LiorAshkenazi MichaelSheen JosephCedar,6.8
10447,Baby Driver,Action Crime JasonLondon GigiEdgley ChristaCampbell C.Roma,7.453
10448,Okja,Adventure Drama Fantasy SciFi SergeiBezrukov YuriyKutsenko ValentinSmirnitskiy DmitriyKiselev,7.395
10449,Club of the Laid Off,Animation Fantasy JimmyAllen LindsayBennett ChrisBlackwood JamieCymbal,6.6
10450,Lady Bloodfight,Action Thriller  BertHaanstra,6.677
10451,Buck Wild,Comedy Horror DragoljubAleksić BratoljubGligorijević VeraJovanović-Šegović DusanMakavejev,6.695
10452,Catching the Sun,Documentary YooJi-tae KimHye-na GiJu-bong KimSung-ho,6.8
10453,Baptism of Blood,Thriller Drama SosukeIkematsu MasakiSuda AyamiNakajo TatsushiOhmori,7.4
10454,Oasis,TV Movie Drama SciFi TomHughes CharlotteLeBon OonaChaplin MateoGil,7.4
10455,Generation Iron 2,Documentary  ShaliniKantayya,6.7
10456,Miss Saigon: 25th Anniversary,Drama Music Romance War MatthewBruch BonniePritchard PeterHarrington DavidGiancola,8.2
10457,Florida Man,Documentary JulianBarratt SimonFarnaby EssieDavis SeanFoley,10.0
10458,"Eadweard Muybridge, Zoopraxographer",Documentary RichardMadden FloraSpencer-Longhurst MoshidiMotshegwa KevinMacdonald,7.1
10459,Monster High: Electrified,Family Animation ChowYun-fat SammoHung GaoHu WongJing,7.225
10460,"Monster High: Boo York, Boo York",Animation Family GabrielMann BijouPhillips IzabellaMiko RachelSamuels,7.621
10461,Monster High: 13 Wishes,Family Fantasy Music Animation MarieDenarnaud AïssaMaïga GrégoriDerangère LéaFazer,7.504
10462,Monster High: Welcome to Monster High,Animation Family AustinHébert AlexisCarra DavidS.Lee IqbalAhmed,6.804
10463,Monster High: Haunted,Animation Family Fantasy DavidWayman PaulKelleher TinaBarnes JamesEaves,7.364
10464,Monster High: Freaky Fusion,Animation EmmaBooth AshleighCummings StephenCurry BenYoung,7.732
10465,Monster High: Friday Night Frights,Animation Family NickCave BlixaBargeld FabienRaymond,7.785
10466,"Monster High: Frights, Camera, Action!",Family Animation Fantasy DerekTheler EricaCerra PaulduToit None,7.273
10467,Monster High: Escape from Skull Shores,Animation Family Fantasy NutsaHabulava RinalMukhametov KakhiKavsadze AleksandrAmirov,7.6
10468,Monster High: Why Do Ghouls Fall in Love?,Fantasy Animation KatyTownsend DebiDerryberry CassandraMorris AvgoustaZourelidi,7.893
10469,Monster High: Ghouls Rule,Animation Family CamClarke ErinFitzgerald JonquilGoode WilliamLau,6.799
10470,Bleeding Hearts,Horror HippoCabal CamClarke SaraCravens StephenDonnelly,7.0
10471,Patti Cake$,Drama ErinFitzgerald SteveStaley DebiDerryberry MikeFetterly,6.676
10472,23 Blast,Drama RowanAtkinson RachelStevens TonyRobinson None,6.9
10473,Desirable,Romance Drama EvgeniySteblov LeonidKuravlyov InnaMakarova AlekseiKorenev,7.3
10474,Journey Back to Christmas,TV Movie Drama  None,6.613
10475,Rafter Romance,Comedy Romance AlyviaAlynLind DollyParton JenniferNettles StephenHerek,6.563
10476,Ramona,Drama Romance KayFrancis JeanMuir WarrenWilliam WilliamKeighley,7.389
10477,Batman & Bill,Documentary  None,7.108
10478,Conversations with God,Drama  None,6.707
10479,Atelier Fontana,Drama HerbertMarshall AnneShirley GertrudeMichael DavidBurton,6.604
10480,Stingray,Mystery TV Movie Crime LaceyChabert CarloMarks JesseMoss MelDamski,7.0
10481,A Billion Lives,Documentary GingerRogers NormanFoster GeorgeSidney WilliamA.Seiter,8.0
10482,Istanbul Tales,Drama GraceFolsom LynnJustinger FionaHorrigan DavidSpaltro,7.037
10483,The Shocking Miss Pilgrim,Comedy Music Romance RobertAdamson AlexFrnka ConchataFerrell TonyE.Valenzuela,8.1
10484,Touch and Go,Drama Romance VeraBrezhneva AnastasiyaZadorozhnaya VladimirZelenskiy MariusBalchunas,7.0
10485,Snow,Comedy Family YevgeniSyty SergeiDreiden AnnaMikhalkova BorisKhlebnikov,7.158
